cid,name,smiles,formula,mw,chiral_centers,source
5793,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)O)O)O)O)O,C6H12O6,180.16,5,PubChem
